TextName:Lat,Long,Location,Dialect,Genre,YoC,YoM,AuthName,AuthBD,AuthSex,AuthAge,RecName,RecBD,RecSex,RecAge,RecRelation,Words,OCWords,NamWords,ForWords,Types,OCTypes,NamTypes,ForTypes,Chars,OCChars,NamChars,ForChars,Tokens
PLUMPTO_030:x,x,x,x,l,1490,1490,Edward_Plumpton,_,m,_,Jane_Plumpton,_,f,_,KIN,358,82,20,0,146,64,16,0,2978,438,123,0,19
PLUMPTO_031:x,x,x,x,L,1488,1488,Henry_Percy_I,1446,m,42,Robert_Plumpton_I,1453,m,35,x,206,50,19,0,100,42,11,0,1698,306,116,0,10
PLUMPTO_032:x,x,x,x,L,1499,1499,Henry_Percy_Ii,1478,m,21,Robert_Plumpton_I,1453,m,46,x,88,20,7,0,55,17,7,0,760,106,50,0,5
PLUMPTO_033:x,x,x,x,L,1487,1487,Henry_Percy_I,1446,m,41,Robert_Plumpton_I,1453,m,34,x,100,28,7,0,63,25,7,0,836,164,52,0,5
PLUMPTO_034:x,x,x,x,L,1489,1489,Henry_Percy_I,1446,m,43,Robert_Plumpton_I,1453,m,36,x,111,28,10,0,64,22,10,0,869,163,62,0,5
PLUMPTO_035:x,x,x,x,L,1499,1499,Henry_Percy_Ii,1478,m,21,Robert_Plumpton_I,1453,m,46,x,182,44,9,0,91,30,9,0,1383,237,57,0,8
PLUMPTO_036:x,x,x,x,L,1499,1499,Henry_Percy_Ii,1478,m,21,Robert_Plumpton_I,1453,m,46,x,151,40,13,0,90,33,13,0,1141,223,85,0,6
PLUMPTO_037:x,x,x,x,L,1499,1499,Henry_Percy_Ii,1478,m,21,Robert_Plumpton_I,1453,m,46,x,255,57,14,0,122,43,14,0,1855,338,94,0,10
PLUMPTO_038:x,x,x,x,L,1488,1488,Henry_Percy_I,1446,m,42,Robert_Plumpton_I,1453,m,35,x,260,63,20,0,132,50,18,0,1656,373,141,0,7
PLUMPTO_039:x,x,x,x,L,1487,1487,Henry_Percy_I,1446,m,41,Robert_Plumpton_I,1453,m,34,x,138,35,12,0,81,28,11,0,994,202,77,0,5
PLUMPTO_040:x,x,x,x,L,1488,1488,Henry_Percy_I,1446,m,42,Robert_Plumpton_I,1453,m,35,x,124,30,10,0,71,26,10,0,1006,168,68,0,6
PLUMPTO_041:x,x,x,x,l,1489,1489,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,36,KIN,354,91,21,0,161,71,19,0,3444,494,146,0,23
PLUMPTO_042:x,x,x,x,l,1490,1490,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,37,KIN,375,84,12,0,151,65,10,0,3052,499,78,0,18
PLUMPTO_043:x,x,x,x,l,1490,1490,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,37,KIN,551,132,18,4,223,101,15,4,4786,728,101,30,30
PLUMPTO_044:x,x,x,x,l,1490,1490,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,37,KIN,604,130,32,6,254,115,26,5,5236,736,193,45,33
PLUMPTO_045:x,x,x,x,l,1490,1490,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,37,KIN,491,105,24,1,190,89,16,1,4183,580,146,3,26
PLUMPTO_046:x,x,x,x,l,1490,1490,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,37,KIN,377,76,26,2,156,61,19,2,3520,424,166,16,23
PLUMPTO_047:x,x,x,x,l,1490,1490,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,37,KIN,357,93,23,0,161,76,14,0,2886,500,137,0,17
PLUMPTO_048:x,x,x,x,l,1490,1490,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,37,KIN,236,44,25,0,118,41,20,0,2238,239,171,0,15
PLUMPTO_049:x,x,x,x,l,1490,1490,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,37,KIN,311,75,20,0,140,61,16,0,2645,379,118,0,17
PLUMPTO_050:x,x,x,x,l,1490,1490,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,37,KIN,544,116,44,2,222,92,28,2,3774,653,262,17,18
PLUMPTO_051:x,x,x,x,L,1499,1499,Henry_Percy_Ii,1478,m,21,Robert_Plumpton_I,1453,m,46,x,120,27,8,0,67,21,8,0,1135,142,55,0,8
PLUMPTO_052:x,x,x,x,l,1495,1495,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,42,KIN,425,115,25,1,194,94,20,1,3073,678,148,7,15
PLUMPTO_053:x,x,x,x,l,1496,1496,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,43,KIN,227,40,26,2,114,35,23,2,2257,236,171,16,15
PLUMPTO_054:x,x,x,x,l,1496,1496,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,43,KIN,306,72,17,0,145,67,14,0,2600,405,109,0,16
PLUMPTO_055:x,x,x,x,l,1497,1497,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,44,KIN,422,92,28,0,183,78,19,0,3249,527,149,0,18
PLUMPTO_056:x,x,x,x,l,1497,1497,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,44,KIN,573,146,17,0,233,109,14,0,4267,777,91,0,23
PLUMPTO_057:x,x,x,x,l,1497,1497,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,44,KIN,398,94,24,0,183,79,20,0,3024,556,141,0,16
PLUMPTO_058:x,x,x,x,l,1497,1497,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,44,KIN,1104,279,22,0,315,169,17,0,8064,1561,124,0,44
PLUMPTO_059:x,x,x,x,l,1497,1497,Edward_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,44,KIN,334,70,18,1,141,62,16,1,3222,361,117,9,22
PLUMPTO_060:x,x,x,x,L,1499,1499,John_Pullein,_,m,_,Robert_Plumpton_I,1453,m,46,x,407,93,29,11,192,79,24,9,2862,527,164,67,17
PLUMPTO_061:x,x,x,x,l,1499,1499,Germayn_Pole,1483,m,16,Robert_Plumpton_I,1453,m,46,FATHER_IN_LAW,502,117,22,0,171,70,18,0,4492,637,131,0,23
PLUMPTO_062:x,x,x,x,l,1499,1499,Robert_Eyre_Iii,_,m,_,Robert_Plumpton_I,1453,m,46,KIN,233,57,14,0,127,49,12,0,1544,327,71,0,7
PLUMPTO_063:x,x,x,x,L,1499,1499,John_Pullein,_,m,_,Robert_Plumpton_I,1453,m,46,x,581,122,77,4,257,99,54,2,4388,723,457,24,25
PLUMPTO_064:x,x,x,x,l,1500,1500,Robert_Eyre_Iii,_,m,_,Robert_Plumpton_I,1453,m,47,KIN,360,78,16,0,158,63,13,0,2419,436,87,0,12
PLUMPTO_065:x,x,x,x,L,1500,1500,George_Emerson,_,m,_,Robert_Plumpton_I,1453,m,47,x,588,124,62,6,233,93,39,6,4357,733,341,43,26
PLUMPTO_066:x,x,x,x,l,1500,1500,William_Gascoigne,1468,m,_,Robert_Plumpton_I,1453,m,_,UNCLE,162,27,14,0,87,23,13,0,1602,125,91,0,10
PLUMPTO_067:x,x,x,x,l,1500,1500,William_Gascoigne,1468,m,32,Robert_Plumpton_I,1453,m,47,UNCLE,103,19,11,0,68,17,10,0,1063,125,71,0,6
PLUMPTO_068:x,x,x,x,L,1500,1500,George_Emerson,_,m,_,Robert_Plumpton_I,1453,m,47,x,189,43,11,2,107,38,11,2,1521,276,56,12,9
PLUMPTO_069:x,x,x,x,L,1501,1501,John_Pullein,_,m,_,Robert_Plumpton_I,1453,m,48,x,430,113,29,1,200,91,23,1,3039,654,152,8,17
PLUMPTO_070:x,x,x,x,L,1501,1501,John_Pullein,_,m,_,Robert_Plumpton_I,1453,m,48,x,236,63,21,0,128,53,20,0,1846,399,137,0,11
PLUMPTO_071:x,x,x,x,l,1501,1501,Robenett[robert]_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,48,BROTHER,229,55,10,0,105,38,7,0,1801,310,62,0,8
PLUMPTO_072:x,x,x,x,l,1501,1501,Robenett[robert]_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,48,BROTHER,399,88,20,0,165,68,18,0,3540,496,124,0,18
PLUMPTO_073:x,x,x,x,l,1501,1501,Robert_Eyre_Iii,_,m,_,Robert_Plumpton_I,1453,m,48,KIN,240,46,17,0,111,34,15,0,2066,250,105,0,13
PLUMPTO_074:x,x,x,x,l,1501,1501,Robert_Eyre_Iii,_,m,_,Robert_Plumpton_I,1453,m,48,KIN,334,78,24,0,153,65,21,0,2721,433,153,0,16
PLUMPTO_075:x,x,x,x,l,1501,1501,Elizabeth_Pole,_,f,_,Robert_Plumpton_I,1453,m,48,KIN,499,126,21,0,227,102,18,0,3072,741,115,0,12
PLUMPTO_076:x,x,x,x,L,1502,1502,John_Pullein,_,m,_,Robert_Plumpton_I,1453,m,49,x,454,116,18,0,195,91,18,0,3512,675,105,0,23
PLUMPTO_077:x,x,x,x,l,1502,1502,Germayn_Pole,1483,m,19,Robert_Plumpton_I,1453,m,49,FATHER_IN_LAW,287,70,16,0,137,56,15,0,2650,371,96,0,14
PLUMPTO_078:x,x,x,x,l,1502,1502,Agnes_Plumpton,_,f,_,Robert_Plumpton_I,1453,m,49,HUSBAND,545,115,38,1,196,82,25,1,4694,597,248,9,27
PLUMPTO_079:x,x,x,x,l,1502,1502,Agnes_Plumpton,_,f,_,Robert_Plumpton_I,1453,m,49,HUSBAND,292,69,14,0,126,51,12,0,2488,388,81,0,14
PLUMPTO_080:x,x,x,x,l,1502,1502,Agnes_Plumpton,_,f,_,Robert_Plumpton_I,1453,m,49,HUSBAND,294,70,20,0,136,59,16,0,2968,364,118,0,19
PLUMPTO_081:x,x,x,x,l,1503,1503,Robenett[robert]_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,50,BROTHER,414,88,47,1,199,73,36,1,3527,501,251,10,17
PLUMPTO_082:x,x,x,x,l,1503,1503,William_Gascoigne,1468,m,35,Robert_Plumpton_I,1453,m,50,UNCLE,384,88,38,0,162,66,28,0,2969,475,237,0,15
PLUMPTO_083:x,x,x,x,l,1503,1503,William_Plumpton_Ii,1485,m,18,Robert_Plumpton_I,1453,m,50,UNCLE,413,104,19,0,165,78,16,0,4011,568,116,0,24
PLUMPTO_084:x,x,x,x,L,1503,1503,George_Emerson,_,m,_,Robert_Plumpton_I,1453,m,50,x,225,60,14,1,110,44,11,1,1718,375,68,6,10
PLUMPTO_085:x,x,x,x,l,1503,1503,Germayn_Pole,1483,m,20,Robert_Plumpton_I,1453,m,50,FATHER_IN_LAW,631,149,27,1,245,116,25,1,5091,833,164,4,24
PLUMPTO_086:x,x,x,x,l,1503,1503,Germayn_Pole,1483,m,20,Robert_Plumpton_I,1453,m,50,FATHER_IN_LAW,582,140,21,1,217,99,17,1,4444,781,113,4,20
PLUMPTO_087:x,x,x,x,l,1503,1503,Robenett[robert]_Plumpton,_,m,_,Robert_Plumpton_I,1453,m,50,BROTHER,423,101,25,2,183,88,17,2,4276,586,161,8,24
PLUMPTO_088:x,x,x,x,l,1504,1504,Agnes_Plumpton,_,f,_,Robert_Plumpton_I,1453,m,51,HUSBAND,267,61,13,0,119,49,12,0,2045,299,74,0,11
PLUMPTO_089:x,x,x,x,l,1504,1504,Agnes_Plumpton,_,f,_,Robert_Plumpton_I,1453,m,51,HUSBAND,532,119,19,1,203,93,14,1,4719,672,126,6,27
PLUMPTO_090:x,x,x,x,l,1504,1504,Agnes_Plumpton,_,f,_,Robert_Plumpton_I,1453,m,51,HUSBAND,263,53,19,1,119,46,12,1,2343,259,118,6,14
PLUMPTO_091:x,x,x,x,l,1504,1504,Agnes_Plumpton,_,f,_,Robert_Plumpton_I,1453,m,51,HUSBAND,309,71,29,0,139,56,26,0,2983,378,172,0,18
PLUMPTO_092:x,x,x,x,l,1504,1504,Elizabeth_Pole,_,f,_,Robert_Plumpton_I,1453,m,51,KIN,555,115,22,0,222,94,18,0,4125,619,121,0,23
PLUMPTO_093:x,x,x,x,l,1504,1504,Germayn_Pole,1483,m,21,Robert_Plumpton_I,1453,m,51,FATHER_IN_LAW,442,89,13,2,171,66,12,2,3806,468,81,8,20
PLUMPTO_094:x,x,x,x,l,1504,1504,Germayn_Pole,1483,m,21,Robert_Plumpton_I,1453,m,51,FATHER_IN_LAW,413,103,17,0,196,79,15,0,3213,577,106,0,14
PLUMPTO_095:x,x,x,x,l,1506,1506,Isabel_Plumpton,_,f,_,Robert_Plumpton_I,1453,m,53,HUSBAND,479,99,19,0,160,63,16,0,5101,416,129,0,34
PLUMPTO_096:x,x,x,x,L,1500,1500,Henry_Percy_Ii,1478,m,_,Robert_Plumpton_I,1453,m,_,x,289,75,12,0,140,62,9,0,1817,462,84,0,8
PLUMPTO_097:x,x,x,x,l,1506,1506,Dorothy_Plumpton,_,f,_,Robert_Plumpton_I,1453,m,53,FATHER,445,114,12,0,186,85,10,0,3009,654,74,0,12
PLUMPTO_098:x,x,x,x,l,1515,1515,Germayn_Pole,1483,m,32,Robert_Plumpton_I,1453,m,62,FATHER_IN_LAW,739,185,29,0,270,135,23,0,5377,1056,175,0,23
PLUMPTO_099:x,x,x,x,l,1515,1515,Germayn_Pole,1483,m,32,Robert_Plumpton_I,1453,m,62,FATHER_IN_LAW,530,124,24,0,219,94,22,0,4037,680,156,0,18
PLUMPTO_100:x,x,x,x,l,1515,1515,William_Gascoigne,1468,m,47,Robert_Plumpton_I,1453,m,62,UNCLE,227,53,10,0,111,48,10,0,1954,271,72,0,11
PLUMPTO_101:x,x,x,x,l,1520,1520,William_Gascoigne,1468,m,_,Robert_Plumpton_I,1453,m,_,UNCLE,145,27,12,0,71,23,9,0,1240,146,78,0,7
PLUMPTO_102:x,x,x,x,l,1519,1519,William_Plumpton_Ii,1485,m,34,Robert_Plumpton_I,1453,m,66,UNCLE,263,68,21,0,131,53,20,0,2087,373,132,0,10
PLUMPTO_103:x,x,x,x,L,1520,1520,Ann_Abbot,_,f,_,Anne_Rokesby,_,f,_,x,449,108,16,0,166,76,10,0,3370,575,64,0,25
PLUMPTO_104:x,x,x,x,l,1536,1536,Robert_Plumpton_Ii,1516,m,20,Isabel_Plumpton,_,f,_,MOTHER,417,95,22,0,166,67,16,0,3253,522,129,0,17
PLUMPTO_105:x,x,x,x,l,1536,1536,Robert_Plumpton_Ii,1516,m,20,Isabel_Plumpton,_,f,_,MOTHER,538,123,37,0,203,93,16,0,4012,753,203,0,18
PLUMPTO_106:x,x,x,x,l,1539,1539,William_Plumpton_Ii,1485,m,54,Robert_Plumpton_Ii,1516,m,23,SON,405,90,35,0,174,77,24,0,3420,485,211,0,17
PLUMPTO_107:x,x,x,x,L,1539,1539,John_Doddington,_,m,_,William_Plumpton_Ii,1485,m,54,x,1383,332,72,1,433,221,36,1,8045,1856,403,7,32
PLUMPTO_108:x,x,x,x,L,1540,1540,John_Doddington,_,m,_,Isabel_Plumpton,_,f,_,x,408,90,21,0,158,70,18,0,2756,525,133,0,16
PLUMPTO_109:x,x,x,x,L,1540,1540,John_Doddington,_,m,_,William_Plumpton_Ii,1485,m,55,x,293,72,18,0,150,66,16,0,1755,423,95,0,7
PLUMPTO_110:x,x,x,x,L,1542,1542,John_Doddington,_,m,_,William_Plumpton_Ii,1485,m,57,x,173,40,12,0,87,33,11,0,1531,245,69,0,10
PLUMPTO_111:x,x,x,x,L,1543,1543,John_Doddington,_,m,_,William_Plumpton_Ii,1485,m,58,x,390,85,33,2,165,68,20,2,2660,473,177,17,14
PLUMPTO_112:x,x,x,x,L,1544,1544,Henry_Savill,_,m,_,William_Plumpton_Ii,1485,m,59,x,344,81,26,0,146,70,15,0,3134,406,167,0,23
PLUMPTO_113:x,x,x,x,L,1544,1544,Henry_Savill,_,m,_,William_Plumpton_Ii,1485,m,59,x,614,137,25,0,221,106,23,0,5146,636,180,0,38
PLUMPTO_114:x,x,x,x,L,1544,1544,Henry_Savill,_,m,_,William_Plumpton_Ii,1485,m,59,x,478,107,14,5,192,94,13,5,4083,552,87,13,30
PLUMPTO_115:x,x,x,x,L,1545,1545,Henry_Savill,_,m,_,William_Plumpton_Ii,1485,m,60,x,145,40,9,5,83,34,7,5,1334,248,50,13,9
PLUMPTO_116:x,x,x,x,L,1546,1546,Henry_Savill,_,m,_,William_Plumpton_Ii,1485,m,61,x,626,143,35,5,247,113,29,5,5010,675,250,13,35
PLUMPTO_117:x,x,x,x,L,1548,1548,William_Woodruffe,_,m,_,Isabel_Plumpton,_,f,_,x,381,81,27,0,170,73,18,0,2543,460,142,0,14
PLUMPTO_118:x,x,x,x,L,1549,1549,William_Woodruffe,_,m,_,Isabel_Plumpton,_,f,_,x,216,44,15,0,111,40,13,0,1576,224,75,0,10
POEMAMO:51.154715,0.093384,x,SE,Q,1210,1180,x,xxxx,x,xx,x,xxxx,x,xx,x,5096,1361,99,0,1789,669,21,0,24206,6950,495,0,347
POORE:x,x,x,x,M,1876,1876,George_Vivian_Poore,1843,m,33,x,xxxx,x,xx,x,7902,2491,112,38,1745,1041,59,26,36849,16295,602,236,400
PORY_001:x,x,x,x,L,1610,1610,John_Pory,1572,m,38,Ralph_Winwood,1563,m,47,x,1674,487,27,37,602,342,24,26,11314,2992,155,218,56
PORY_002:x,x,x,x,L,1618,1618,John_Pory,1572,m,46,Dudley_Carleton,1573,m,45,x,1676,464,74,4,574,321,52,4,11606,2686,455,17,62
PORY_003:x,x,x,x,L,1619,1619,John_Pory,1572,m,47,Dudley_Carleton,1573,m,46,x,1791,490,53,10,653,358,40,10,11532,2973,363,48,52
PORY_004:x,x,x,x,L,1632,1632,John_Pory,1572,m,60,John_Scudamore,1601,m,31,x,1907,514,140,5,657,359,89,4,12137,2981,851,25,55
PRIDEAU_001:x,x,x,x,l,1674,1674,Humphrey_Prideaux,1648,m,26,John_Ellis,1645,m,29,x,1329,344,44,4,488,266,37,4,9057,2081,275,14,43
PRIDEAU_002:x,x,x,x,l,1674,1674,Humphrey_Prideaux,1648,m,26,John_Ellis,1645,m,29,x,1409,346,24,23,483,251,22,20,9414,2083,159,176,44
PRIDEAU_003:x,x,x,x,l,1675,1675,Humphrey_Prideaux,1648,m,27,John_Ellis,1645,m,30,x,700,176,25,6,294,140,20,4,4895,1079,135,42,24
PRIDEAU_004:x,x,x,x,l,1676,1676,Humphrey_Prideaux,1648,m,28,John_Ellis,1645,m,31,x,789,207,41,0,337,172,35,0,5617,1245,231,0,28
PRIDEAU_005:x,x,x,x,l,1676,1676,Humphrey_Prideaux,1648,m,28,John_Ellis,1645,m,31,x,741,174,37,2,305,138,29,2,5898,949,230,8,36
PRIDEAU_006:x,x,x,x,l,1677,1677,Humphrey_Prideaux,1648,m,29,John_Ellis,1645,m,32,x,998,250,50,0,389,194,43,0,7357,1573,273,0,39
PRIDEAU_007:x,x,x,x,l,1679,1679,Humphrey_Prideaux,1648,m,31,John_Ellis,1645,m,34,x,991,173,92,7,321,114,68,7,7216,1048,638,52,37
PRIDEAU_008:x,x,x,x,l,1679,1679,Humphrey_Prideaux,1648,m,31,John_Ellis,1645,m,34,x,825,221,15,0,290,151,13,0,5740,1341,109,0,29
PRIDEAU_009:x,x,x,x,l,1679,1679,Humphrey_Prideaux,1648,m,31,John_Ellis,1645,m,34,x,766,195,23,0,297,145,23,0,5053,1174,142,0,24
PRIDEAU_010:x,x,x,x,l,1680,1680,Humphrey_Prideaux,1648,m,32,John_Ellis,1645,m,35,x,454,107,9,0,197,86,8,0,3455,637,65,0,20
PRIESTLEY:x,x,x,x,C,1769,1769,Joseph_Priestley,1733,m,36,x,xxxx,x,xx,x,9302,2651,216,15,1543,957,53,8,40867,16453,1256,53,305
PROPOSALS:x,x,x,x,L,1677,1677,Arthur_Capel,1631,m,46,Charles_Stuart_II,1630,m,47,king,446,123,3,0,208,100,3,0,2002,822,25,0,10
PROUD1620:x,x,x,x,l,1626,1626,Mary_Proud,1583,f,43,Katherine_Sprakeling,xxxx,f,xx,mother,160,49,8,0,102,43,8,0,600,228,44,0,14
PROUD1630:x,x,x,x,l,1636,1636,Mary_Proud,1583,f,53,Henry_Oxinden,1608,m,28,nephew,489,119,12,0,184,85,9,0,1645,571,70,0,25
PURVER-NEW:x,x,x,x,Y,1764,1764,Anthony_Purver,1702,m,62,x,xxxx,x,xx,x,11693,3151,621,0,1063,693,78,0,44575,16839,3374,0,900
PURVER-OLD:x,x,x,x,Y,1764,1764,Anthony_Purver,1702,m,62,x,xxxx,x,xx,x,9966,2777,618,1,1338,812,160,1,39088,14739,3240,3,548
PUSEY:x,x,x,x,R,1865,1866,Edward_Bouverie_Pusey,1800,m,65,x,xxxx,x,xx,x,9420,2505,355,7,1867,1141,60,3,39729,15244,1602,16,427
RALEIGH:x,x,x,x,t,1600,1600,x,xxxx,x,xx,x,xxxx,x,xx,x,17710,5046,1157,154,2467,1527,252,120,72290,28865,6771,808,1139
RCECIL:x,x,x,x,L,1594,1598,Robert_Cecil,1563,m,31,Thomas_Edmondes,1563,m,31,dist_eql,3687,1046,163,0,1055,628,93,0,16015,6552,1001,0,133
READE:x,x,x,x,T,1863,1863,William_Winwood_Reade,1838,m,25,x,xxxx,x,xx,x,10760,3355,266,49,2574,1716,142,36,45471,19804,1624,245,696
RECORD:x,x,x,x,C,1551,1551,Robert_Record,xxxx,m,xx,x,xxxx,x,xx,x,21554,7108,18,11,1945,1270,11,11,86097,37374,126,103,1114
REEVE:x,x,x,x,F,1777,1777,Clara_Reeve,1729,f,48,x,xxxx,x,xx,x,9768,3094,408,0,1889,1321,59,0,41374,18625,2280,0,739
RERUM_001:x,x,x,x,L,1483,1483,Richard_Iii,1452,m,31,James_Stuart_Iii,1452,m,31,x,265,74,6,1,143,62,5,1,1728,470,37,3,7
RERUM_002:x,x,x,x,L,1484,1484,Richard_Iii,1452,m,32,James_Stuart_Iii,1452,m,32,x,514,143,15,0,232,109,13,0,2746,938,89,0,6
RERUM_003:x,x,x,x,L,1484,1484,Richard_Iii,1452,m,32,Thomas_Fitzgerald,1426,m,58,x,390,103,6,1,184,93,4,1,2123,656,33,3,6
RERUM_004:x,x,x,x,L,1484,1484,Richard_Iii,1452,m,32,Gerald_Fitzgerald,1456,m,28,x,209,48,6,2,117,45,6,1,1267,318,41,6,5
RERUM_005:x,x,x,x,L,1484,1484,Richard_Iii,1452,m,32,Lord_Barry,_,m,_,x,225,57,6,2,121,54,6,1,1126,360,39,6,3
RERUM_006:x,x,x,x,L,1484,1484,Richard_Iii,1452,m,32,John_&_Piers_Power,_,m,_,x,183,38,6,1,102,38,5,1,1224,256,34,3,6
RERUM_007:x,x,x,x,L,1484,1484,Richard_Iii,1452,m,32,Unknown_Recipient_1,_,m,_,x,281,71,6,1,140,62,6,1,1574,445,42,3,5
RERUM_008:x,x,x,x,L,1484,1484,Richard_Iii,1452,m,32,Alexander_Plunkett,_,m,_,x,137,28,5,2,80,28,5,1,882,195,37,6,4
RERUM_009:x,x,x,x,L,1484,1484,Richard_Iii,1452,m,32,Lord_Barry,_,m,_,x,158,40,5,2,99,39,5,1,880,252,37,6,3
RERUM_010:x,x,x,x,L,1484,1484,Richard_Iii,1452,m,32,John_Dawson,_,m,_,x,274,69,10,0,145,58,9,0,1617,454,56,0,6
RERUM_011:x,x,x,x,L,1491,1491,Henry_Tudor_Vii,1457,m,34,John_Shirwood,_,m,_,x,468,110,26,0,203,86,17,0,2954,763,160,0,12
RERUM_012:x,x,x,x,l,1505,1505,Edmund_De_La_Pole,1472,m,33,Thomas_Killingworth,_,m,_,FAMILY_SERVANT/STEWARD,603,145,24,0,190,99,17,0,5389,662,157,0,29
RERUM_013:x,x,x,x,l,1505,1505,Edmund_De_La_Pole,1472,m,33,Thomas_Killingworth,_,m,_,FAMILY_SERVANT/STEWARD,734,168,15,0,217,116,14,0,7710,826,97,0,44
RERUM_014:x,x,x,x,L,1500,1500,Henry_Tudor_Vii,1457,m,43,Gilbert_Talbot_2[&_Thomas_Cresset],_,m,_,x,298,78,13,0,152,69,12,0,1970,450,69,0,8
RERUM_015:x,x,x,x,L,1500,1500,Henry_Tudor_Vii,1457,m,_,Gilbert_Talbot_2,_,m,_,x,244,57,18,0,122,47,14,0,1447,370,102,0,5
RERUM_016:x,x,x,x,L,1500,1500,Henry_Tudor_Vii,1457,m,_,Gilbert_Talbot_2,_,m,_,x,159,43,12,0,87,36,11,0,1210,271,66,0,7
RERUM_017:x,x,x,x,L,1500,1500,Henry_Tudor_Vii,1457,m,_,Gilbert_Talbot_2,_,m,_,x,168,47,18,0,100,45,14,0,1087,289,108,0,5
RERUM_018:x,x,x,x,L,1500,1500,Henry_Tudor_Vii,1457,m,_,Gilbert_Talbot_2,_,m,_,x,274,76,13,0,133,62,13,0,1640,482,78,0,6
RERUM_019:x,x,x,x,l,1505,1505,Thomas_Killingworth,_,m,_,Edmund_De_La_Pole,1472,m,33,x,1331,307,96,1,354,169,59,1,12882,1673,568,4,69
RFERRAR:x,x,x,x,l,1633,1633,Richard_Ferrar,1596,m,37,Mary_Ferrar,xxxx,f,xx,mother,197,65,5,0,118,56,5,0,781,352,31,0,12
RHADDJR:x,x,x,x,l,1692,1692,Richard_Haddock_Jr,1670,m,22,Richard_Haddock_Sr,1630,m,62,father,192,56,17,0,122,51,17,0,804,276,96,0,20
RHADDSR1650:x,x,x,x,l,1657,1658,Richard_Haddock_Sr,1630,m,27,William_Haddock,xxxx,m,xx,father,2012,569,123,6,656,344,74,4,8574,3248,738,36,97
RHADDSR1670:x,x,x,x,l,1672,1673,Richard_Haddock_Sr,1630,m,42,Elizabeth_Haddock,1650,f,22,wife,3354,989,242,6,860,463,127,3,13299,5128,1429,28,238
RHADDSR1680:x,x,x,x,l,1688,1688,Richard_Haddock_Sr,1630,m,58,Phillip_Frowd,xxxx,m,xx,dist_eql,207,63,12,0,141,61,10,0,847,362,58,0,8
RHADDSR1700:x,x,x,x,l,1702,1703,Richard_Haddock_Sr,1630,m,72,Richard_Haddock_Jr,1670,m,32,son,1032,281,117,6,452,205,87,5,4246,1483,698,26,55
RHADDSR1710:x,x,x,x,l,1712,1712,Richard_Haddock_Sr,1630,m,82,x,xxxx,m,xx,grandson,179,49,23,1,125,45,23,1,743,252,145,7,14
RICH:x,x,x,x,L,1624,1624,Henry_Rich,1590,m,34,George_Villers,1592,m,32,dist_eql,1694,490,20,71,612,334,16,53,7185,3136,118,314,62
ROPER:x,x,x,x,B,1555,1555,William_Roper,1496,m,59,x,xxxx,x,xx,x,17366,5152,743,66,3166,2012,198,53,75436,31838,4187,354,382
ROXINDEN1600:x,x,x,x,l,1607,1607,Richard_Oxinden_Sr,1588,m,19,James_Oxinden,1612,m,-5,brother,322,104,6,0,178,87,4,0,1411,635,41,0,12
ROXINDEN1620:x,x,x,x,l,1625,1626,Richard_Oxinden_Sr,1588,m,37,x,xxxx,x,xx,x,499,126,20,0,210,88,17,0,1948,693,120,0,31
ROXINDEN2:x,x,x,x,l,1630,1631,Richard_Oxinden_Jr,1613,m,17,x,xxxx,x,xx,x,651,183,25,0,265,137,19,0,2525,996,166,0,28
ROYAL1_001:x,x,x,x,l,1585,1585,Elizabeth_Tudor,1533,f,52,James_Stuart_I/vi,1566,m,19,KIN,315,86,2,8,157,76,2,8,2692,491,7,32,15
ROYAL1_002:x,x,x,x,l,1585,1585,Elizabeth_Tudor,1533,f,52,James_Stuart_I/vi,1566,m,19,KIN,478,125,7,10,222,108,7,10,3527,758,38,42,16
ROYAL1_003:x,x,x,x,l,1585,1585,Elizabeth_Tudor,1533,f,52,James_Stuart_I/vi,1566,m,19,KIN,438,117,4,7,221,108,4,7,3286,700,25,25,15
ROYAL1_004:x,x,x,x,l,1585,1585,Elizabeth_Tudor,1533,f,52,James_Stuart_I/vi,1566,m,19,KIN,419,104,8,15,220,96,8,15,3128,669,46,57,14
